appid,name,banner,woke,description
292840,"Pajama Sam's Sock Works","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/292840/header_292x136.jpg?t=1576609241",1,"Contains no Woke content."
283960,"Pajama Sam: No Need to Hide When It's Dark Outside","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/283960/header_292x136.jpg?t=1576519251",1,"Contains no Woke content."
294700,"Putt-Putt®: Pep's Birthday Surprise","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294700/header_292x136.jpg?t=1578531190",1,"Contains no Woke content."
294690,"Putt-Putt® Joins the Circus","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294690/header_292x136.jpg?t=1578526695",1,"Contains no Woke content."
294680,"Putt-Putt® Enters the Race","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294680/header_292x136.jpg?t=1578525850",1,"Contains no Woke content."
294670,"Putt-Putt® Travels Through Time","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294670/header_292x136.jpg?t=1578528626",1,"Contains no Woke content."
294710,"Putt-Putt® and Pep's Dog on a Stick","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294710/header_292x136.jpg?t=1578530715",1,"Contains no Woke content."
284000,"Putt-Putt® and Pep's Balloon-o-Rama","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/284000/header_292x136.jpg?t=1578529192",1,"Contains no Woke content."
294720,"Putt-Putt® and Fatty Bear's Activity Pack","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294720/header_292x136.jpg?t=1578528800",1,"Contains no Woke content."
294650,"Putt-Putt® Goes to the Moon","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294650/header_292x136.jpg?t=1578526147",1,"Contains no Woke content."
283920,"Putt-Putt® Joins the Parade","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/283920/header_292x136.jpg?t=1578526913",1,"Contains no Woke content."
294570,"Freddi Fish 5 featuring Mess Hall Mania®: The Case of the Creature of Coral Cove","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294570/header_292x136.jpg?t=1694471714",1,"Contains no Woke content."
294550,"Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294550/header_292x136.jpg?t=1578013106",1,"Contains no Woke content."
294540,"Freddi Fish 3: The Case of the Stolen Conch Shell","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294540/header_292x136.jpg?t=1578015100",1,"Contains no Woke content."
294530,"Freddi Fish 2: The Case of the Haunted Schoolhouse","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294530/header_292x136.jpg?t=1578010643",1,"Contains no Woke content."
283940,"Freddi Fish and the Case of the Missing Kelp Seeds","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/283940/header_292x136.jpg?t=1578016205",1,"Contains no Woke content."
294580,"Freddi Fish and Luther's Water Worries","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294580/header_292x136.jpg?t=1578015915",1,"Contains no Woke content."
284020,"Freddi Fish and Luther's Maze Madness","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/284020/header_292x136.jpg?t=1578015681",1,"Contains no Woke content."
245450,"Wizardry 8","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/245450/header_292x136.jpg?t=1676665352",1,"Contains no Woke content."
215930,"Jagged Alliance 2 - Wildfire","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/215930/header_292x136.jpg?t=1629915445",1,"Contains no Woke content."
2076140,"Tavern Talk","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2076140/header_292x136.jpg?t=1726235749",-1,"Contains overtly pro-LGBTQ+ messaging. Choice of pronouns including they/them. Multiple non-binary characters."
1235140,"Yakuza: Like a Dragon","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1235140/header_292x136.jpg?t=1717588355",0,"Contains subtly pro-LGBTQ+ messaging. A Party Chat titled Gender Politics provides lighthearted social commentary on gender discrimination."
367500,"Dragon's Dogma: Dark Arisen","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/367500/header_292x136.jpg?t=1701395331",0,"Contains subtly pro-LGBTQ+ messaging. Nearly all npcs can become the player's beloved."
1259420,"Days Gone","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1259420/header_292x136.jpg?t=1717621222",1,"Contains no Woke content."
524220,"NieR:Automata™","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/524220/header_292x136.jpg?t=1724998626",1,"Contains no Woke content."
1325200,"Nioh 2 – The Complete Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1325200/header_292x136.jpg?t=1726131948",1,"Contains no Woke content."
485510,"Nioh: Complete Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/485510/header_292x136.jpg?t=1726129832",1,"Contains no Woke content."
1888160,"ARMORED CORE™ VI FIRES OF RUBICON™","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1888160/header_292x136.jpg?t=1726158706",-1,"Contains multiple forms of Woke messaging, some overt and some more subtle. See the full review for details."
443110,"Armored Warfare","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/443110/header_292x136_alt_assets_16.jpg?t=1725620723",1,"Contains no Woke content."
526870,"Satisfactory","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/header_292x136_alt_assets_2.jpg?t=1726146177",1,"Contains no Woke content."
251060,"Wargame: Red Dragon","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/251060/header_292x136.jpg?t=1725003090",1,"Contains no Woke content."
232090,"Killing Floor 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/232090/header_292x136.jpg?t=1719684578",1,"Contains no Woke content."
1250,"Killing Floor","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1250/header_292x136.jpg?t=1697726402",1,"Contains no Woke content."
251570,"7 Days to Die","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/251570/header_292x136.jpg?t=1724878216",1,"Contains no Woke content."
895870,"Project Wingman","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/895870/header_292x136.jpg?t=1625008344",1,"Contains no Woke content."
502500,"ACE COMBAT™ 7: SKIES UNKNOWN","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/502500/header_292x136.jpg?t=1703657041",1,"Contains no Woke content."
1266700,"Destroy All Humans! 2 - Reprobed","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1266700/header_292x136.jpg?t=1696424271",0,"Contains subtly anti-human messaging. Contains subtly pro-LGBTQ+ messaging. This remake removes a mission involving negative talk regarding sex changes and a man who ends up getting a sex change."
803330,"Destroy All Humans!","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/803330/header_292x136.jpg?t=1696424223",0,"Contains subtly anti-human and subtly pro-DEI messaging. Tasks the player with destroying humans. This is presented in a humorous setting. Some dialogue regarding a damsel-in-distress was cut."
6910,"Deus Ex: Game of the Year Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/header_292x136.jpg?t=1700763294",1,"Contains no Woke content."
214490,"Alien: Isolation","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/214490/header_292x136.jpg?t=1725294294",1,"Contains no Woke content."
994280,"Gujian3(古剑奇谭三)","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/994280/header_292x136.jpg?t=1726190820",1,"Contains no Woke content."
637650,"FINAL FANTASY XV WINDOWS EDITION","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/637650/header_292x136.jpg?t=1719545552",-1,"Contains overtly pro-DEI messaging. In Lestallum, women work in the factory while men raise children and take care of the household. There is no explanation for why this is the case."
2021950,"Scarpone Scamps","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2021950/header_292x136.jpg?t=1660016397",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Cillian is non-binary and uses they/them pronouns."
1404300,"Drops of Death","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1404300/header_292x136.jpg?t=1717694444",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection and presentation selection."
1523870,"Call Me Cera","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1523870/header_292x136.jpg?t=1701716437",-1,"Contains overtly pro-LGBTQ+ messaging. Contains overtly pro-DEI messaging. Features a diverse cast including a non-binary character named Billie."
1022980,"Ostranauts","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1022980/header_292x136.jpg?t=1725468725",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them."
1765780,"ADACA","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1765780/header_292x136.jpg?t=1666983210",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Jessy is non-binary."
1427340,"Witchy Life Story","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1427340/header_292x136.jpg?t=1697744895",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them. The player can wear any clothing. The npc Devin is non-binary and uses they/them pronouns."
2169730,"The Archipelago","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2169730/header_292x136.jpg?t=1668184119",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Adelei uses they/them pronouns."
2009650,"Desta: The Memories Between","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2009650/header_292x136.jpg?t=1700826562",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is non-binary and referred to using they/them pronouns."
1673470,"Finding A Prince: The Game","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1673470/header_292x136.jpg?t=1651237128",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Navy is non-binary."
1094590,"Helvetii","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1094590/header_292x136.jpg?t=1703173038",0,"Contains subtly pro-LGBTQ+ messaging. According to the game's website, Renart uses they/them pronouns."
2067780,"Your Turn To Die -Death Game By Majority-","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2067780/header_292x136.jpg?t=1703759640",0,"Contains subtle LGBTQ+ messaging. One of the characters (biological male) was raised by his mother as a girl but decided to live like a male later in life. Hard to say whether this is pro- or anti-."
2095840,"Death by Begonia","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2095840/header_292x136.jpg?t=1671556941",-1,"Contains overtly pro-LGBTQ+ messaging. The player character uses they/them pronouns."
1677350,"EA SPORTS™ PGA TOUR™","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1677350/header_292x136.jpg?t=1713879504",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them."
1985810,"Call of Duty®: Black Ops Cold War","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1985810/header_292x136.jpg?t=1686345977",-1,"Contains overtly pro-LGBTQ+ messaging. The campaign character creation menu has options for non-binary or classified character gender."
1296490,"Don't Take It Personally, I Just Don't Like You","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1296490/header_292x136.jpg?t=1682697587",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them. Multiple dialogue options including an option to refer to npcs in a non-binary way."
928000,"Solace State: Emotional Cyberpunk Stories","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/928000/header_292x136.jpg?t=1702094075",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple non-binary characters that use they/them pronouns."
1148760,"I Was a Teenage Exocolonist","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1148760/header_292x136.jpg?t=1715043887",-1,"Contains overtly pro-LGBTQ+ messaging. Contains overtly anti-capitalism messaging. Non-binary player character option. Multiple non-binary npcs using they/them pronouns. Marz criticizes Capitalism."
1582380,"Midautumn","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1582380/header_292x136.jpg?t=1692670950",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is non-binary and uses they/them pronouns."
1449230,"Glitchhikers: The Spaces Between","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1449230/header_292x136.jpg?t=1726128145",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple non-binary characters that all use they/them pronouns."
524200,"Queen Of Thieves","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/524200/header_292x136.jpg?t=1685258437",0,"Contains subtly pro-LGBTQ+ messaging. Has options for disabling otome or yuri romantic pairings."
1358840,"Flat Eye","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1358840/header_292x136.jpg?t=1709552724",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Ha-Neul is non-binary and uses she/they pronouns."
1839880,"King Of The Castle","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1839880/header_292x136.jpg?t=1719565433",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple npcs use they/them pronouns."
1609230,"Scarlet Hollow","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1609230/header_292x136.jpg?t=1723407994",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them. The npc Avery is non-binary and uses they/them pronouns."
1256670,"Library Of Ruina","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1256670/header_292x136.jpg?t=1670980516",0,"Contains subtly anti-capitalism, subtly pro-transhumanism, and subtly pro-LGBTQ+ messaging. Heavy social commentary regarding economic struggle, class differences, and human augmentation."
1851720,"Dead Pets Unleashed","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1851720/header_292x136.jpg?t=1717799575",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple npcs are non-binary and use they/them pronouns."
1736850,"Camp Palut","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1736850/header_292x136.jpg?t=1655304972",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Nat is non-binary."
2120320,"Wayhaven Chronicles: Book Three","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2120320/header_292x136.jpg?t=1680782191",-1,"Contains overtly pro-LGBTQ+ messaging. Options for the player character to be non-binary, gay, or bisexual."
1233950,"Wayhaven Chronicles: Book Two","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1233950/header_292x136.jpg?t=1680677445",-1,"Contains overtly pro-LGBTQ+ messaging. Options for the player character to be non-binary, gay, or bisexual."
800600,"Wayhaven Chronicles: Book One","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/800600/header_292x136.jpg?t=1680676134",-1,"Contains overtly pro-LGBTQ+ messaging. Options for the player character to be non-binary, gay, or bisexual."
1785150,"Friends vs Friends","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1785150/header_292x136.jpg?t=1726234065",-1,"Contains overtly pro-LGBTQ+ messaging. Pride Flag keychains are auto unlocked."
1789490,"Love, Ghostie","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1789490/header_292x136.jpg?t=1726252433",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Chamel is non-binary and uses they/them pronouns."
1427300,"Detours","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1427300/header_292x136.jpg?t=1615953487",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Mish is non-binary and uses they/them pronouns."
1616280,"Chronicles of Tal'Dun: The Remainder","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1616280/header_292x136.jpg?t=1691683050",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Ilar is non-binary."
2205230,"True Colours","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2205230/header_292x136.jpg?t=1721816789",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Ash is non-binary and uses they/them pronouns."
1906930,"Bitter Silver","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1906930/header_292x136.jpg?t=1725240105",-1,"Contains overtly pro-LGBTQ+ messaging. Zap is non-binary and uses they/them pronouns."
1586270,"Katja's Abyss: Tactics","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1586270/header_292x136.jpg?t=1619207972",-1,"Contains overtly pro-LGBTQ+ messaging. Color customization options for various pride flag colors."
1245560,"Roots of Pacha","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1245560/header_292x136.jpg?t=1723642630",-1,"Contains overtly pro-LGBTQ+ messaging. Uses body type instead of biological sex during character creation. Choose any pronoun or make a custom one for your kids to use when referring to you."
2396620,"A Hint of Purple","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2396620/header_292x136.jpg?t=1707181100",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Kai is non-binary and uses they/them pronouns."
2347200,"CETERIS Paribus","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2347200/header_292x136.jpg?t=1685572218",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is non-binary and is referred to using they/them pronouns."
2137880,"Ink Inside","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2137880/header_292x136.jpg?t=1726022835",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is non-binary and is referred to using they/them pronouns."
2195120,"Go-Go Town!","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2195120/header_292x136.jpg?t=1723601331",-1,"Contains overtly pro-LGBTQ+ messaging. Option for the player character to be non-binary. No distinction between male and female during character creation."
2058140,"Henry Halfhead","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2058140/header_292x136.jpg?t=1725447444",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is referred to using they/them pronouns."
1879950,"Psychroma","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1879950/header_292x136.jpg?t=1719520157",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is non-binary and uses they/them pronouns."
1536090,"Echoes of the Plum Grove","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1536090/header_292x136_alt_assets_1.jpg?t=1725905482",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection and option for the player character to be non-binary."
2170520,"Inescapable: No Rules, No Rescue","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2170520/header_292x136.jpg?t=1700469062",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Sasha is non-binary and goes by they/them pronouns. Sasha's identity is discussed multiple times."
1658150,"Moonstone Island","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1658150/header_292x136.jpg?t=1725290213",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple npcs are non-binary and use they/them pronouns. All character pronouns are listed. Homosexual and non-binary romance options."
578650,"The Outer Worlds","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/578650/header_292x136.jpg?t=1678291307",0,"Contains subtly pro-LGBTQ+ messaging. Optional side quests involve homosexual characters and relationships. One is about helping your asexual lesbian companion to get a date with a woman."
1586990,"Alterium Shift","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1586990/header_292x136.jpg?t=1725743672",-1,"Contains overtly pro-LGBTQ+ messaging. The character Sage is non-binary and uses they/them pronouns."
2388360,"(val)iant: or, val's guide to having a broken vag","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2388360/header_292x136.jpg?t=1685668474",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is non-binary and uses they/them pronouns."
1973530,"Limbus Company","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1973530/header_292x136.jpg?t=1725575333",-1,"Contains overtly pro-LGBTQ+ messaging. The character Dante is non-binary and uses they/them pronouns."
1681600,"Cornucopia®","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1681600/header_292x136.jpg?t=1725374348",-1,"Contains overtly pro-LGBTQ+ messaging. Non-binary player character option. Same sex romance and marriage options. All babies are delivered via a stork (includes same sex couples)."
2448610,"Beast Slayer","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2448610/header_292x136.jpg?t=1694155664",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual marriage options."
2227030,"Penny Larceny: Gig Economy Supervillain","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2227030/header_292x136.jpg?t=1691427422",-1,"Contains overtly pro-LGBTQ+ messaging. The sentient computer called HATE-4000 explicitly identifies as non-binary and uses they/them pronouns."
945360,"Among Us","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/945360/header_292x136.jpg?t=1726265143",-1,"Contains overtly pro-LGBTQ+ messaging. Pride flag nameplates."
2319550,"Spectrum Forces","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2319550/header_292x136.jpg?t=1711560772",-1,"Contains overtly pro-LGBTQ+ messaging. The character Kayn is non-binary and uses they/them pronouns."
2546090,"At Winter's End","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2546090/header_292x136.jpg?t=1708895385",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is non-binary and uses they/them pronouns."
2415010,"A Date with Death","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2415010/header_292x136.jpg?t=1725513367",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including options for they/them or custom. Option for the player character to be non-binary. Options for neutral or custom leaning descriptors."
2614590,"Online Obsession","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2614590/header_292x136.jpg?t=1716745299",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection."
2537020,"ShelfLife: Art School Detective","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2537020/header_292x136.jpg?t=1725981314",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is non-binary and uses they/them pronouns."
1603420,"Doomsday Paradise","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1603420/header_292x136.jpg?t=1718705487",-1,"Contains overtly pro-LGBTQ+ messaging. All player characters are referred to using they/them pronouns. Same sex romance options."
2506290,"Nova Hearts","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2506290/header_292x136.jpg?t=1725463263",-1,"Contains overtly pro-LGBTQ+ messaging. The npc CJ is non-binary and uses they/them pronouns.  Same sex romance options."
2330490,"FLIES FLIES FLIES","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2330490/header_292x136.jpg?t=1705009805",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is trans. Features a coming-out story about a genderqueer character."
939790,"Royal Alchemist","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/939790/header_292x136.jpg?t=1711970230",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them."
2295280,"Love Exalt 8372","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2295280/header_292x136.jpg?t=1726251758",-1,"Contains overtly pro-LGBTQ+ messaging. Chef and Healer are a same-sex romantic couple. The character Null is non-binary and uses they/them pronouns."
2421510,"Crescent Quest","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2421510/header_292x136.jpg?t=1726261110",-1,"Contains overtly pro-LGBTQ+ messaging. A character comes out as non-binary and goes by they/them pronouns."
1062110,"UNSIGHTED","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1062110/header_292x136.jpg?t=1709409664",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple non-binary characters that use they/them pronouns."
2428440,"New Day","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2428440/header_292x136.jpg?t=1726105328",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them or adding custom pronouns. Pan/Ace options in the attraction menu."
2302080,"Death of a Wish","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2302080/header_292x136.jpg?t=1725605648",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple non-binary characters. The character Ash uses all pronouns."
2487350,"Alex Jones: NWO Wars","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2487350/header_292x136.jpg?t=1706220951",1,"Contains no Woke content."
1716360,"Infinite Stars - The Visual Novel","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1716360/header_292x136.jpg?t=1688464548",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection. Same sex romance options."
1862430,"Repurpose","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1862430/header_292x136.jpg?t=1703690729",-1,"Contains overtly pro-LGBTQ+ messaging. Various gender options. Features a diverse cast of LGBTQ+ characters and their interactions."
1392960,"STORY OF SEASONS: Pioneers of Olive Town","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1392960/header_292x136.jpg?t=1723494561",0,"Contains subtly pro-LGBTQ+ messaging. No distinction between male and female during character creation. Homosexual romance options that can result in a Rite of Friendship ceremony."
1714590,"Buck Up And Drive!","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1714590/header_292x136.jpg?t=1668739446",-1,"Contains overtly pro-LGBTQ+ messaging. Billboards with pride flags are prominently displayed."
978780,"STORY OF SEASONS: Friends of Mineral Town","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/978780/header_292x136.jpg?t=1723494493",0,"Contains subtly pro-LGBTQ+ messaging. Same sex marriage included in a localization update for players outside Japan."
2027530,"non-binary","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2027530/header_292x136.jpg?t=1697199493",-1,"Contains overtly pro-LGBTQ+ messaging. Both main characters are non-binary."
674930,"Boyfriend Dungeon","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/674930/header_292x136.jpg?t=1721144646",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection. Multiple non-binary characters and non-binary romance options."
1644330,"Pugmire: Treasure of the Sea Dogs","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1644330/header_292x136.jpg?t=1680670123",-1,"Contains overtly pro-LGBTQ+ messaging. Non-binary and gay player character options."
618850,"Pumpkin Days","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/618850/header_292x136.jpg?t=1666983702",0,"Contains subtly pro-LGBTQ+ messaging. No distinction between biological sexes during character creation. Optional homosexual marriage. Optional polygamy."
1129190,"Our Life: Beginnings & Always","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1129190/header_292x136.jpg?t=1725032824",-1,"Contains overt pro-LGBTQ+ messaging. Pronoun selection including an option for they/them. Option to transition your pronouns over the course of the game."
817840,"Max Gentlemen Sexy Business!","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/817840/header_292x136.jpg?t=1685557647",-1,"Contains overtly pro-LGBTQ+ messaging. No distinction between male and female during character creation including genitalia options. Homosexual romance options. Uses the term gentlepersons."
1112890,"Calico","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1112890/header_292x136.jpg?t=1714677729",0,"Contains subtly pro-LGBTQ+ messaging. No distinction between male and female during character creation."
1040390,"Later Daters - Premium","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1040390/header_292x136.jpg?t=1655303271",-1,"Contains overtly pro-LGBTQ+ messaging. Option to have the honorific Mx. LGBTQ+ romance options."
1016630,"Drag Star!","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1016630/header_292x136.jpg?t=1683814677",-1,"Contains overtly pro-LBGTQ+ messaging. Options to play as a drag queen (she/her), a drag king (he/him), a gender-funky club kid (they/them), use no pronouns, or enter your own custom pronouns."
933230,"Signed and Sealed With a Kiss","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/933230/header_292x136.jpg?t=1564615626",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them. Choice of presentation includes options for masculine, feminine, and androgynous."
1259240,"//TODO: today","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1259240/header_292x136.jpg?t=1618059792",-1,"Contains overtly pro-LGBTQ+ messaging. Non-binary character option."
796940,"Red Embrace","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/796940/header_292x136.jpg?t=1612041851",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them. Optional homosexual romance."
